name,Class,assignment_id,rscore,rscore2,Rscore,x,y,farea,nflds,label,image
SD4375790,1a,100411,,,0.7893738140417458,33.3765,13.8475,2.108159384541258,22,3cl/v2-0-0/labels/SD4375790_100411_2020-07.tif,3cl/v2-0-0/images/SD4375790_2020-07.tif.tif
ZW0230226,1a,100601,,,0.7893738140417458,29.9015,-17.2975,0.7217058296703656,18,3cl/v2-0-0/labels/ZW0230226_100601_2018-08.tif,3cl/v2-0-0/images/ZW0230226_2018-08.tif.tif
SD4461457,1a,100415,,,0.7893738140417458,31.1615,13.6975,6.648977005307971,13,3cl/v2-0-0/labels/SD4461457_100415_2019-02.tif,3cl/v2-0-0/images/SD4461457_2019-02.tif.tif
SD4733678,1a,100420,,,0.7893738140417458,35.5365,13.2175,46.0389119929241,2,3cl/v2-0-0/labels/SD4733678_100420_2021-08.tif,3cl/v2-0-0/images/SD4733678_2021-08.tif.tif
ZM1462354,1a,100580,,,0.7893738140417458,28.2815,-14.0875,1.610655767985261,9,3cl/v2-0-0/labels/ZM1462354_100580_2017-08.tif,3cl/v2-0-0/images/ZM1462354_2017-08.tif.tif
ZW0947255,1a,100626,,,0.7893738140417458,31.0615,-19.9775,0.6110892463946669,25,3cl/v2-0-0/labels/ZW0947255_100626_2017-08.tif,3cl/v2-0-0/images/ZW0947255_2017-08.tif.tif
ZM1328224,1a,100574,,,0.7893738140417458,28.7015,-13.7825,0.926013547308302,18,3cl/v2-0-0/labels/ZM1328224_100574_2020-07.tif,3cl/v2-0-0/images/ZM1328224_2020-07.tif.tif
TZ2064810,1a,100510,,,0.7893738140417458,31.2265,-7.64249999999999,1.2300353201165295,21,3cl/v2-0-0/labels/TZ2064810_100510_2019-08.tif,3cl/v2-0-0/images/TZ2064810_2019-08.tif.tif
ET3019173,1a,100351,,,0.7893738140417458,42.1365,5.9775,1.4946467560496053,11,3cl/v2-0-0/labels/ET3019173_100351_2021-04.tif,3cl/v2-0-0/images/ET3019173_2021-04.tif.tif
TZ1965694,1a,100509,,,0.7893738140417458,31.1965,-7.3625,1.133994495869935,36,3cl/v2-0-0/labels/TZ1965694_100509_2018-08.tif,3cl/v2-0-0/images/TZ1965694_2018-08.tif.tif
KE1067034,1a,100359,,,0.7893738140417458,35.8565,0.0775000000000077,0.6232999088865131,43,3cl/v2-0-0/labels/KE1067034_100359_2018-02.tif,3cl/v2-0-0/images/KE1067034_2018-02.tif.tif
TZ0835945,1a,100489,,,0.7893738140417458,34.4065,-4.3875,1.7146758785146208,29,3cl/v2-0-0/labels/TZ0835945_100489_2020-07.tif,3cl/v2-0-0/images/TZ0835945_2020-07.tif.tif
KE0798558,1a,100356,,,0.7893738140417458,35.1065,1.0675,0.9430147379277404,38,3cl/v2-0-0/labels/KE0798558_100356_2022-12.tif,3cl/v2-0-0/images/KE0798558_2022-12.tif.tif
ZM1427646,1a,100578,,,0.7893738140417458,32.0115,-14.0075,1.037307394905823,24,3cl/v2-0-0/labels/ZM1427646_100578_2020-09.tif,3cl/v2-0-0/images/ZM1427646_2020-09.tif.tif
ZW0567929,1a,100615,,,0.7893738140417458,32.4115,-18.5725,0.2187645133865953,58,3cl/v2-0-0/labels/ZW0567929_100615_2017-08.tif,3cl/v2-0-0/images/ZW0567929_2017-08.tif.tif
SD4445108,1a,100413,,,0.7893738140417458,35.2115,13.7275,3.519821895856804,12,3cl/v2-0-0/labels/SD4445108_100413_2022-03.tif,3cl/v2-0-0/images/SD4445108_2022-03.tif.tif
ZA2648372,1a,100565,,,0.7893738140417458,29.3665,-29.8525,2.099372826692075,13,3cl/v2-0-0/labels/ZA2648372_100565_2018-08.tif,3cl/v2-0-0/images/ZA2648372_2018-08.tif.tif
KE1708894,1a,100366,,,0.7893738140417458,38.2215,-2.4175,1.544461752577878,22,3cl/v2-0-0/labels/KE1708894_100366_2021-05.tif,3cl/v2-0-0/images/KE1708894_2021-05.tif.tif
ZW1090479,1a,100631,,,0.7893738140417458,29.0565,-20.6325,0.5228184327252947,37,3cl/v2-0-0/labels/ZW1090479_100631_2017-08.tif,3cl/v2-0-0/images/ZW1090479_2017-08.tif.tif
ZA1075300,1a,100547,,,0.7893738140417458,27.1715,-26.7275,20.888018933323824,7,3cl/v2-0-0/labels/ZA1075300_100547_2022-06.tif,3cl/v2-0-0/images/ZA1075300_2022-06.tif.tif
ZW1140301,1a,100633,,,0.7893738140417458,29.2465,-20.8925,0.0,0,3cl/v2-0-0/labels/ZW1140301_100633_2018-08.tif,3cl/v2-0-0/images/ZW1140301_2018-08.tif.tif
MZ0657882,1a,100379,,,0.7893738140417458,33.2865,-14.1625,0.763072271694052,20,3cl/v2-0-0/labels/MZ0657882_100379_2019-08.tif,3cl/v2-0-0/images/MZ0657882_2019-08.tif.tif
TZ0131780,1a,100458,,,0.7893738140417458,34.8215,-1.79749999999999,0.8705651309336702,14,3cl/v2-0-0/labels/TZ0131780_100458_2018-08.tif,3cl/v2-0-0/images/TZ0131780_2018-08.tif.tif
SD5338599,1a,100441,,,0.7893738140417458,27.0065,12.1075,3.703123189840111,16,3cl/v2-0-0/labels/SD5338599_100441_2018-02.tif,3cl/v2-0-0/images/SD5338599_2018-02.tif.tif
SD4847032,1a,100425,,,0.7893738140417458,34.8165,13.0175,38.059936436795816,2,3cl/v2-0-0/labels/SD4847032_100425_2019-02.tif,3cl/v2-0-0/images/SD4847032_2019-02.tif.tif
ET3443196,1a,100354,,,0.7893738140417458,37.3715,4.9175,0.5486127010465597,40,3cl/v2-0-0/labels/ET3443196_100354_2017-02.tif,3cl/v2-0-0/images/ET3443196_2017-02.tif.tif
SD5488363,1a,100445,,,0.7893738140417458,26.8365,11.8125,2.830642184081196,18,3cl/v2-0-0/labels/SD5488363_100445_2020-02.tif,3cl/v2-0-0/images/SD5488363_2020-02.tif.tif
MZ0724784,1a,100380,,,0.7893738140417458,32.1215,-14.4325,5.303840632430052,6,3cl/v2-0-0/labels/MZ0724784_100380_2017-08.tif,3cl/v2-0-0/images/MZ0724784_2017-08.tif.tif
ZA0921913,1a,100545,,,0.7893738140417458,29.0915,-26.3175,20.59745416819756,4,3cl/v2-0-0/labels/ZA0921913_100545_2018-08.tif,3cl/v2-0-0/images/ZA0921913_2018-08.tif.tif
KE1145761,1a,100360,,,0.7893738140417458,35.2065,-0.202499999999993,0.5800047254711905,56,3cl/v2-0-0/labels/KE1145761_100360_2021-05.tif,3cl/v2-0-0/images/KE1145761_2021-05.tif.tif
SD4448048,1a,100414,,,0.7893738140417458,35.6065,13.7225,6.131876300366769,11,3cl/v2-0-0/labels/SD4448048_100414_2021-01.tif,3cl/v2-0-0/images/SD4448048_2021-01.tif.tif
TZ0837778,1a,100490,,,0.7893738140417458,34.5565,-4.39249999999999,2.1084271572439115,7,3cl/v2-0-0/labels/TZ0837778_100490_2018-08.tif,3cl/v2-0-0/images/TZ0837778_2018-08.tif.tif
KE1145986,1a,100361,,,0.7893738140417458,36.3315,-0.202499999999993,0.4055822523727546,85,3cl/v2-0-0/labels/KE1145986_100361_2020-02.tif,3cl/v2-0-0/images/KE1145986_2020-02.tif.tif
CD7478585,1a,100291,,,0.7893738140417458,27.6515,-11.4625,3.440222888502373,15,3cl/v2-0-0/labels/CD7478585_100291_2020-07.tif,3cl/v2-0-0/images/CD7478585_2020-07.tif.tif
BI0052622,1a,100284,,,0.7893738140417458,29.6215,-3.49249999999999,0.6357273708057377,23,3cl/v2-0-0/labels/BI0052622_100284_2018-08.tif,3cl/v2-0-0/images/BI0052622_2018-08.tif.tif
SD3601253,1a,100395,,,0.7893738140417458,33.0115,15.2375,1.0383776459082774,51,3cl/v2-0-0/labels/SD3601253_100395_2020-07.tif,3cl/v2-0-0/images/SD3601253_2020-07.tif.tif
SD5366951,1a,100443,,,0.7893738140417458,27.2565,12.0525,0.8123093244161496,23,3cl/v2-0-0/labels/SD5366951_100443_2018-02.tif,3cl/v2-0-0/images/SD5366951_2018-02.tif.tif
MZ1694542,1a,100384,,,0.7893738140417458,36.7965,-17.8025,1.2568439957554745,33,3cl/v2-0-0/labels/MZ1694542_100384_2019-08.tif,3cl/v2-0-0/images/MZ1694542_2019-08.tif.tif
ZA2363662,1a,100563,,,0.7893738140417458,31.3615,-29.2675,2.026478069213685,2,3cl/v2-0-0/labels/ZA2363662_100563_2019-08.tif,3cl/v2-0-0/images/ZA2363662_2019-08.tif.tif
KE1390445,1a,100362,,,0.7893738140417458,34.6515,-1.0675,1.0092666076465189,32,3cl/v2-0-0/labels/KE1390445_100362_2021-11.tif,3cl/v2-0-0/images/KE1390445_2021-11.tif.tif
TZ0796835,1a,100484,,,0.7893738140417458,32.8965,-4.2775,0.7681080935728088,58,3cl/v2-0-0/labels/TZ0796835_100484_2020-10.tif,3cl/v2-0-0/images/TZ0796835_2020-10.tif.tif
SD5114434,1a,100434,,,0.7893738140417458,28.4465,12.5375,1.2476376089747945,29,3cl/v2-0-0/labels/SD5114434_100434_2021-03.tif,3cl/v2-0-0/images/SD5114434_2021-03.tif.tif
ZW0411384,1a,100608,,,0.7893738140417458,28.7065,-18.0525,0.9516803762288784,6,3cl/v2-0-0/labels/ZW0411384_100608_2018-08.tif,3cl/v2-0-0/images/ZW0411384_2018-08.tif.tif
TZ0351572,1a,100462,,,0.7893738140417458,33.8365,-2.77249999999999,0.4143039556759283,50,3cl/v2-0-0/labels/TZ0351572_100462_2020-11.tif,3cl/v2-0-0/images/TZ0351572_2020-11.tif.tif
CD7545959,1a,100292,,,0.7893738140417458,27.9615,-12.2425,21.77632786092812,4,3cl/v2-0-0/labels/CD7545959_100292_2020-07.tif,3cl/v2-0-0/images/CD7545959_2020-07.tif.tif
LS0043629,1a,100370,,,0.7893738140417458,29.0915,-29.4225,0.470958478742264,39,3cl/v2-0-0/labels/LS0043629_100370_2019-08.tif,3cl/v2-0-0/images/LS0043629_2019-08.tif.tif
CD7550267,1a,100293,,,0.7893738140417458,29.4615,-12.3125,0.4067208702995907,1,3cl/v2-0-0/labels/CD7550267_100293_2020-07.tif,3cl/v2-0-0/images/CD7550267_2020-07.tif.tif
ZA1083374,1a,100548,,,0.7893738140417458,28.9315,-26.7475,2.2438204370461987,8,3cl/v2-0-0/labels/ZA1083374_100548_2020-07.tif,3cl/v2-0-0/images/ZA1083374_2020-07.tif.tif
ET0672643,1a,100300,,,0.7893738140417458,39.7015,11.5075,0.9096517393020233,23,3cl/v2-0-0/labels/ET0672643_100300_2020-02.tif,3cl/v2-0-0/images/ET0672643_2020-02.tif.tif
ZW0643151,1a,100617,,,0.7893738140417458,31.0265,-18.8375,0.4156874784232851,46,3cl/v2-0-0/labels/ZW0643151_100617_2022-06.tif,3cl/v2-0-0/images/ZW0643151_2022-06.tif.tif
TZ0455679,1a,100464,,,0.7893738140417458,31.1265,-3.1525,0.6786929224772423,55,3cl/v2-0-0/labels/TZ0455679_100464_2018-08.tif,3cl/v2-0-0/images/TZ0455679_2018-08.tif.tif
TZ0737852,1a,100479,,,0.7893738140417458,33.6765,-4.10249999999999,0.9345888105564716,21,3cl/v2-0-0/labels/TZ0737852_100479_2018-08.tif,3cl/v2-0-0/images/TZ0737852_2018-08.tif.tif
ET2461850,1a,100345,,,0.7893738140417458,40.2465,7.1525,0.5664582702159476,72,3cl/v2-0-0/labels/ET2461850_100345_2022-04.tif,3cl/v2-0-0/images/ET2461850_2022-04.tif.tif
TZ0846964,1a,100492,,,0.7893738140417458,35.2165,-4.4175,2.807286266251642,20,3cl/v2-0-0/labels/TZ0846964_100492_2020-07.tif,3cl/v2-0-0/images/TZ0846964_2020-07.tif.tif
ZA1572725,1a,100555,,,0.7893738140417458,28.1765,-27.7625,2.427644946910278,19,3cl/v2-0-0/labels/ZA1572725_100555_2020-07.tif,3cl/v2-0-0/images/ZA1572725_2020-07.tif.tif
ET3331215,1a,100353,,,0.7893738140417458,39.6115,5.2225,0.8761599645986354,9,3cl/v2-0-0/labels/ET3331215_100353_2020-02.tif,3cl/v2-0-0/images/ET3331215_2020-02.tif.tif
ET2856489,1a,100349,,,0.7893738140417458,35.5565,6.33750000000001,0.0,0,3cl/v2-0-0/labels/ET2856489_100349_2018-02.tif,3cl/v2-0-0/images/ET2856489_2018-02.tif.tif
SD7807624,1a,100450,,,0.7893738140417458,31.6615,6.0125,0.0,0,3cl/v2-0-0/labels/SD7807624_100450_2019-02.tif,3cl/v2-0-0/images/SD7807624_2019-02.tif.tif
ET2215340,1a,100340,,,0.7893738140417458,40.0515,7.6125,0.3980184606221106,78,3cl/v2-0-0/labels/ET2215340_100340_2020-02.tif,3cl/v2-0-0/images/ET2215340_2020-02.tif.tif
UG0514801,1a,100532,,,0.7893738140417458,33.1215,0.537500000000001,0.3840147425918016,82,3cl/v2-0-0/labels/UG0514801_100532_2022-05.tif,3cl/v2-0-0/images/UG0514801_2022-05.tif.tif
ZW0661234,1a,100618,,,0.7893738140417458,32.3615,-18.9025,0.4097184217096941,33,3cl/v2-0-0/labels/ZW0661234_100618_2019-08.tif,3cl/v2-0-0/images/ZW0661234_2019-08.tif.tif
SD4318398,1a,100407,,,0.7893738140417458,32.3765,13.9475,1.2820631919317846,42,3cl/v2-0-0/labels/SD4318398_100407_2019-02.tif,3cl/v2-0-0/images/SD4318398_2019-02.tif.tif
ET1442721,1a,100320,,,0.7893738140417458,34.6265,9.1925,0.100806771468116,75,3cl/v2-0-0/labels/ET1442721_100320_2018-02.tif,3cl/v2-0-0/images/ET1442721_2018-02.tif.tif
UG0287663,1a,100522,,,0.7893738140417458,33.5965,1.88250000000001,0.3301825168425545,104,3cl/v2-0-0/labels/UG0287663_100522_2020-07.tif,3cl/v2-0-0/images/UG0287663_2020-07.tif.tif
TZ1453170,1a,100503,,,0.7893738140417458,36.3265,-5.9875,1.4446623539540495,16,3cl/v2-0-0/labels/TZ1453170_100503_2021-09.tif,3cl/v2-0-0/images/TZ1453170_2021-09.tif.tif
SD5125627,1a,100435,,,0.7893738140417458,31.6865,12.5175,49.55934054734686,4,3cl/v2-0-0/labels/SD5125627_100435_2018-02.tif,3cl/v2-0-0/images/SD5125627_2018-02.tif.tif
TZ1351780,1a,100501,,,0.7893738140417458,34.9115,-5.71749999999999,0.9427617234155132,11,3cl/v2-0-0/labels/TZ1351780_100501_2017-08.tif,3cl/v2-0-0/images/TZ1351780_2017-08.tif.tif
ZW1040952,1a,100628,,,0.7893738140417458,27.4015,-20.3925,0.0,0,3cl/v2-0-0/labels/ZW1040952_100628_2021-06.tif,3cl/v2-0-0/images/ZW1040952_2021-06.tif.tif
ET2323555,1a,100342,,,0.7893738140417458,36.9615,7.41250000000001,0.7973256366018195,42,3cl/v2-0-0/labels/ET2323555_100342_2020-02.tif,3cl/v2-0-0/images/ET2323555_2020-02.tif.tif
ET0110511,1a,100294,,,0.7893738140417458,39.5815,13.8125,0.0,0,3cl/v2-0-0/labels/ET0110511_100294_2022-05.tif,3cl/v2-0-0/images/ET0110511_2022-05.tif.tif
BI0028717,1a,100283,,,0.7893738140417458,29.6315,-3.0975,0.4824363396082554,34,3cl/v2-0-0/labels/BI0028717_100283_2022-11.tif,3cl/v2-0-0/images/BI0028717_2022-11.tif.tif
MZ0050801,1a,100374,,,0.7893738140417458,39.5015,-11.5275,0.0,0,3cl/v2-0-0/labels/MZ0050801_100374_2020-07.tif,3cl/v2-0-0/images/MZ0050801_2020-07.tif.tif
TZ0082944,1a,100457,,,0.7893738140417458,33.8515,-1.52249999999999,0.2642600337690557,8,3cl/v2-0-0/labels/TZ0082944_100457_2018-08.tif,3cl/v2-0-0/images/TZ0082944_2018-08.tif.tif
SD3924451,1a,100400,,,0.7893738140417458,33.3165,14.6475,1.0534053762714053,40,3cl/v2-0-0/labels/SD3924451_100400_2019-08.tif,3cl/v2-0-0/images/SD3924451_2019-08.tif.tif
MZ0588300,1a,100378,,,0.7893738140417458,35.4865,-13.8425,1.1155656043342217,22,3cl/v2-0-0/labels/MZ0588300_100378_2022-09.tif,3cl/v2-0-0/images/MZ0588300_2022-09.tif.tif
SD3830735,1a,100399,,,0.7893738140417458,33.9915,14.8175,47.70239074085564,3,3cl/v2-0-0/labels/SD3830735_100399_2022-03.tif,3cl/v2-0-0/images/SD3830735_2022-03.tif.tif
LS0000339,1a,100368,,,0.7893738140417458,28.4215,-28.6325,0.2947673771172266,46,3cl/v2-0-0/labels/LS0000339_100368_2022-10.tif,3cl/v2-0-0/images/LS0000339_2022-10.tif.tif
SD3527893,1a,100393,,,0.7893738140417458,32.9765,15.3725,60.11633489615973,1,3cl/v2-0-0/labels/SD3527893_100393_2022-08.tif,3cl/v2-0-0/images/SD3527893_2022-08.tif.tif
TZ2185590,1a,100511,,,0.7893738140417458,38.7565,-7.97749999999999,0.861173912586947,4,3cl/v2-0-0/labels/TZ2185590_100511_2018-08.tif,3cl/v2-0-0/images/TZ2185590_2018-08.tif.tif
UG0303508,1a,100524,,,0.7893738140417458,33.9765,1.78250000000001,0.5468715050977295,58,3cl/v2-0-0/labels/UG0303508_100524_2017-08.tif,3cl/v2-0-0/images/UG0303508_2017-08.tif.tif
UG0293658,1a,100523,,,0.7893738140417458,32.1865,1.8425,0.6376807615436574,65,3cl/v2-0-0/labels/UG0293658_100523_2022-12.tif,3cl/v2-0-0/images/UG0293658_2022-12.tif.tif
SD5873042,1a,100448,,,0.7893738140417458,26.7365,11.0275,0.0,0,3cl/v2-0-0/labels/SD5873042_100448_2017-02.tif,3cl/v2-0-0/images/SD5873042_2017-02.tif.tif
